loan_id,customer_id,loan_status,loan_amount,state,funded_amount,term,int_rate,installment,grade,issue_d,issue_date,issue_year,pymnt_plan,application.type,application.purpose,application.description,application.notes
240093,XhlJuLDy/N4Uyd5keUiNQwKzz6v1YlkqNdr19rvDlZE=,Current,30000,VA,30000, 36 months,0.0531,903.31,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
61667,2uTBWZ5zzbDfYHoZjV0qfFCnEwOQ/Vb0JZUB+FSYJ+w=,Current,8000,IN,8000, 36 months,0.0531,240.89,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
115689,B8fcYsP9+3hmfQ/A6+w3zUoZiQmnUf1X7e/TXrfm3rI=,Current,12000,VA,12000, 36 months,0.0531,361.32999,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
264540,o7fzz8n0jVJrsOTnuvMQQqc12WmOp/yUecGFCIv00pw=,Current,40000,MD,40000, 36 months,0.0531,1204.42,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
38967,XyW30UqsrGdcJX6euW0NFzDR14vVWcHCLQpNv+Q++uk=,Current,6000,NY,6000, 36 months,0.0531,180.67,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
162155,gQStvoFeRWwZvLXHg0saHL7+T78+IN5xhgmtzhtiOBQ=,Current,16000,NJ,16000, 36 months,0.0531,481.76999,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
187681,/mWeED1CcMoJrkimcfIkOC7Uc6i6qbIkNMaKITCRCVg=,Current,20000,AR,20000, 36 months,0.0531,602.21002,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
187721,7FmQCfRulcHgWpCqLauLJwlFctBSom116pwieolfoPY=,Current,20000,NJ,20000, 36 months,0.0531,602.21002,A,Apr-18,April 2018,2018,FALSE,Individual,home_improvement,Home improvement,desc
222191,YrZWX2Q0ZNpK8mdl2DH4goBylJPMqxKVCK6rsvzq+3g=,Current,25000,PA,25000, 36 months,0.0531,752.76001,A,Apr-18,April 2018,2018,FALSE,Individual,major_purchase,Major purchase,desc
74290,Ub6GIVvDb/bQ30DrZdEX45+EXqBjl6GiEH/W5L7AHXQ=,Current,9000,CA,9000, 36 months,0.0531,271,A,Apr-18,April 2018,2018,FALSE,Individual,home_improvement,Home improvement,desc
82513,QMBCWFPij0ziWWdIb6C2wxZXlU8axvC9A9GYEcOJDzg=,Current,10000,WI,10000, 36 months,0.0531,301.10999,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
208997,ugx/BE18ZmctDxU+bmnqIL9qvXJwfonMF1eR2gWHvUs=,Fully Paid,22000,CA,22000, 36 months,0.0531,662.42999,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
74281,y83+fEiKMsuYcGs2ObeH4cPrjsXbYmP5B/QQJ5cwNAU=,Current,9000,WV,9000, 36 months,0.0531,271,A,Apr-18,April 2018,2018,FALSE,Individual,major_purchase,Major purchase,desc
74288,jtMLN7ITf7x74GfTaJL7Q+k/wnFRX1acSHytPKZ0hq0=,Current,9000,NY,9000, 36 months,0.0531,271,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82458,Vv/mBCQHsShn0V0sQpfi+ZSOa90XrTu2/5mWBpsNobs=,Current,10000,GA,10000, 36 months,0.0531,301.10999,A,Apr-18,April 2018,2018,FALSE,Individual,home_improvement,Home improvement,desc
115684,9lUKLHzDd/Hon6ml6AG7gGdNLoKQSrSK/NUJnSsqRVw=,Current,12000,MD,12000, 36 months,0.0531,361.32999,A,Apr-18,April 2018,2018,FALSE,Joint App,home_improvement,Home improvement,desc
222180,8NVSBWOmvPi6n1/qudCu++ffqCXSzUbOGjz9E/E1nGI=,Current,25000,FL,25000, 36 months,0.0531,752.76001,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
251044,iXiHxj8xm0A5IqlyzomON9VjdwAVJrJVwtdGBlJdwn4=,Current,33000,CA,33000, 36 months,0.0531,993.64001,A,Apr-18,April 2018,2018,FALSE,Joint App,debt_consolidation,Debt consolidation,desc
61681,pYo7DwSI+bBjpeGW8QphYvt+Q5nrgYcIJ5k459oWlJM=,Current,8000,OR,8000, 36 months,0.0531,240.89,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
129729,ZJ7Ta4hPaSzDS/npudks92SKh2yLcucXB88a1gKV8HA=,Current,12500,CA,12500, 36 months,0.0531,376.38,A,Apr-18,April 2018,2018,FALSE,Individual,major_purchase,Major purchase,desc
172069,W3xA+G3Tm9TO+Uy4PtnFLX0fV055c3+7ak4MiyAwe/A=,Current,17000,CA,17000, 36 months,0.0531,511.88,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
253567,QI5Yi5QEOwCWSSKihckdWkqzyY3p1Yrhx52XL7FmwR0=,Current,35000,NC,35000, 36 months,0.0531,1053.86,A,Apr-18,April 2018,2018,FALSE,Individual,home_improvement,Home improvement,desc
13699,gQ2aN8gpy2u9/xiKg4y3DO8W6VnPVIC/A6vzBGIccg4=,Current,3500,TX,3500, 36 months,0.0531,105.39,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82525,9LayuUIjqXoWIOgsNFPdRZY6F5eXW6skApOvtfmeoUs=,Current,10000,CA,10000, 36 months,0.0531,301.10999,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
37260,0RF6qkoMNcYD5j95O7JZMyLi9VFRKaYYu9ZeWeB9UU8=,Current,5600,OR,5600, 36 months,0.0531,168.62,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
8967,1nHBGzCZX7TdE4wbGr74BM1xKK7mJG1aj/f0Z352WY0=,Current,3000,MI,3000, 36 months,0.0531,90.339996,A,Apr-18,April 2018,2018,FALSE,Individual,other,Other,desc
145381,9wHaFlqzhL55yChX5XO0B7y31HUvOZRYn6KT6T+WBBA=,Current,15000,TX,15000, 36 months,0.0531,451.66,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
21822,Ohlortr+EUrzn8Pd6h2VcWF7kDGEV2YvPg1Y1J2/x7M=,Current,4500,WV,4500, 36 months,0.0531,135.5,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
38983,405pabGASr3ZWW9bOylv4Yw9HHPPuH8e4HtJppHO2DA=,Current,6000,NJ,6000, 36 months,0.0531,180.67,A,Apr-18,April 2018,2018,FALSE,Individual,other,Other,desc
208134,GNj17+/Furw9LwxiycKr3Akm/vTIC4Nm1p3geOheTGA=,Current,21600,MD,21600, 36 months,0.0531,650.39001,A,Apr-18,April 2018,2018,FALSE,Joint App,home_improvement,Home improvement,desc
248636,bbh3VGwxUlb9OO3IYZDZNnendNN3kfcbpAZDD6CQ4zY=,Current,32000,CT,32000, 36 months,0.0531,963.53003,A,Apr-18,April 2018,2018,FALSE,Individual,home_improvement,Home improvement,desc
25086,SYdNMhv9YpUFHAUnz75/m60mXAB8cfaYr9ZV9GMkJcA=,Current,5000,AL,5000, 36 months,0.0531,150.56,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
51743,HNMc/LxIhuZCJInhUXSKe5JoTipLj1XnL0nat8DS/go=,Current,7000,PA,7000, 36 months,0.0531,210.78,A,Apr-18,April 2018,2018,FALSE,Individual,home_improvement,Home improvement,desc
82484,Gip2DIrUFL4mOUKw8KKwjobQLwBVk/X0ZULhux6zbGI=,Current,10000,CT,10000, 36 months,0.0531,301.10999,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
187692,1zGWuMgf3P5s2hF5/07bHYls1rwOZzE75+Rploj3yS8=,Current,20000,CA,20000, 36 months,0.0531,602.21002,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
35799,BJh1ov9jel/kiO41T6SQmGzwOB3KbMzEC1x6jbijLo4=,Current,5400,CA,5400, 36 months,0.0531,162.60001,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82500,6BzpO1ZVhQQ7lo/C5biQyMAkGlsC2f0kINWD+wzszBg=,Current,10000,TX,10000, 36 months,0.0531,301.10999,A,Apr-18,April 2018,2018,FALSE,Individual,home_improvement,Home improvement,desc
115677,TgjpaYEO8TKAFuwlA2jZX3laRaBxCqlvTS9FmiQudBU=,Current,12000,VA,12000, 36 months,0.0531,361.32999,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
264507,GBipgMFyGXNbuMJkCKW11PSX1aFTNLhJcdOjrkGziP8=,Current,40000,IL,40000, 36 months,0.0531,1204.42,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
115678,PTxu9K4RMM7EWSfqzd+ZqOHANNXbgbEv/WfSeFAPM1I=,Current,12000,CO,12000, 36 months,0.0531,361.32999,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
183412,SsycqggeBxKVczUsdnl7qRIHXVDLZnJo6GP2u2u1/JQ=,Current,19000,TX,19000, 36 months,0.0531,572.09998,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
264557,QrW9qdK/Hd29+CxcGaPvGHBsfQOkU7EBmOiOOHPJiEQ=,Current,40000,WI,40000, 36 months,0.0531,1204.42,A,Apr-18,April 2018,2018,FALSE,Individual,small_business,Business,desc
2035,rLvIH9LW51BJlPCg2bHH2NQKpPFHdaZQCSeBLajxmgk=,Current,1500,CA,1500, 36 months,0.0531,45.169998,A,Apr-18,April 2018,2018,FALSE,Individual,other,Other,desc
51734,jNiuEywwaCOe5Ub60C75TGD4r5itKDQzYEJy4OKNC+c=,Current,7000,TX,7000, 36 months,0.0531,210.78,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
24564,NUmm3hv+IoxmZDRo673xvYvExShn48XsxjaNVzL103k=,Current,4850,GA,4850, 36 months,0.0531,146.03999,A,Apr-18,April 2018,2018,FALSE,Individual,small_business,Business,desc
204118,+0heZwyJiIk4lbtq/GPg3mYvyL4SKET9Y9QzVvI8+14=,Current,21000,FL,21000, 36 months,0.0531,632.32001,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
253577,QSxUjZxzNr2MWGbG/VCPEVNDRY3ZIHN5mLcUWJfias8=,Current,35000,NJ,35000, 36 months,0.0531,1053.86,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
61679,VJucq0XZe6A9kD03V22KXjZHH7CgWAVxngvS/LHVXdQ=,Current,8000,OH,8000, 36 months,0.0531,240.89,A,Apr-18,April 2018,2018,FALSE,Individual,car,Car financing,desc
82472,AUEoMsLDUqBJ6rDbGiZu/t4g+xkkwnAkxMXKbcn0L4E=,Current,10000,OH,10000, 36 months,0.0531,301.10999,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82477,g75cVkoqZMmhb7me0qG6KcwPKgvH1NdAStoiYi5D7MY=,Current,10000,GA,10000, 36 months,0.0531,301.10999,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
113594,nZRH8T03h3Ofbert6M+HXKxpKy51lae3xDNde+xQGpA=,Current,11500,MN,11500, 36 months,0.0531,346.26999,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
61680,sw0K8NaOULd4rQ5a1pxoC5jlY2KDNa8f4hBsS3ODC38=,Current,8000,OH,8000, 36 months,0.0531,240.89,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
115685,0LcHk1MwdnQ1USZKXw49fJa8gMBg4dAZlY16fVE8FyI=,Current,12000,IN,12000, 36 months,0.0531,361.32999,A,Apr-18,April 2018,2018,FALSE,Individual,home_improvement,Home improvement,desc
145366,1DJ9ji746YBRhTfdv4gcgtjoI/HlekYVsKwyo4MgNNo=,Current,15000,KY,15000, 36 months,0.0531,451.66,A,Apr-18,April 2018,2018,FALSE,Joint App,debt_consolidation,Debt consolidation,desc
61675,60ZX4HxnNnO63mpCPUq5Qc4ftSRy2hcRGyOI5pl6Kx8=,Current,8000,CA,8000, 36 months,0.0531,240.89,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
132425,bpDI7grqC1FnG3HwlD+Y+RRkaS29d/20T/l6JpuPKiA=,Current,13000,UT,13000, 36 months,0.0531,391.44,A,Apr-18,April 2018,2018,FALSE,Individual,other,Other,desc
145374,iBWLaCijfsv00xgPWBUYB3kTOvb6djT5LQdegN3hfUs=,Current,15000,MA,15000, 36 months,0.0531,451.66,A,Apr-18,April 2018,2018,FALSE,Joint App,debt_consolidation,Debt consolidation,desc
187683,U2u2Ff6NCF2Km1wnWkkNRGKolBtQ/t9qGhx646ueR80=,Current,20000,VT,20000, 36 months,0.0531,602.21002,A,Apr-18,April 2018,2018,FALSE,Joint App,debt_consolidation,Debt consolidation,desc
58498,+3wdtcXFDNwFS47nqKJyKOaUe6kL6rlAybX8lS9lZoc=,Current,7500,OR,7500, 36 months,0.0531,225.83,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
61684,A736i6+pL30a4RsvI9oUAXvpM7DXAICXJdTQ8CqpWTs=,Current,8000,NY,8000, 36 months,0.0531,240.89,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
187677,GdkixZc/C155rldYxWqT7xzv+DLSqR2K+5OsKzE1EUI=,Current,20000,MI,20000, 36 months,0.0531,602.21002,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
222204,WskgbI3Zsra72MsmoriQWx3wQxbzeO9f+mQG/jRterU=,Current,25000,LA,25000, 36 months,0.0531,752.76001,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
267242,+ZQDp86XJoUaWj6BMQwKqCSnBoSyo4F6uvTFSscm6nw=,Current,40000,MA,40000, 60 months,0.0531,760.54999,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
16725,Dy3ku4U5SyZxL///V6xN5LSSi34jQf/S00+SZMfkORo=,Current,4000,KS,4000, 36 months,0.0531,120.45,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
264517,phZ9NAEMDHcsVHvmjWTCO4H8kdoI2oDc0lkQCzfalPE=,Current,40000,KS,40000, 36 months,0.0531,1204.42,A,Apr-18,April 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
264521,9WdDkFgBSVZFmdTc7OM9LHqTvewM6ZJlalt0iY7NkB8=,Current,40000,NY,40000, 36 months,0.0531,1204.42,A,Apr-18,April 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
58499,/ye6ad+io44CBgciqs6lXFo5Sew2BDsXyu42rGH00gw=,Current,7500,MN,7500, 36 months,0.0531,225.83,A,Aug-18,August 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
115687,mQngu3zNuQBhxtWL3QjjxlDPxpOXM79ZXy0nqDvaqN4=,Current,12000,GA,12000, 36 months,0.0531,361.32999,A,Feb-18,February 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
115690,Zzld8a1cIw6dsW73j3ZynnL7BKNv0vlVbSxd9HDKV7o=,Current,12000,VA,12000, 36 months,0.0531,361.32999,A,Feb-18,February 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
204124,G4A7Pbs4xm2f6oc+GJmX+HQGQuY3I7rcstiHauCzvvA=,Current,21000,CO,21000, 36 months,0.0531,632.32001,A,Feb-18,February 2018,2018,FALSE,Joint App,credit_card,Credit card refinancing,desc
61683,IbRCncVjdOxkXqJB6GgqvyDwD0l/60Fvy1ZT7SkVWik=,Current,8000,TX,8000, 36 months,0.0531,240.89,A,Feb-18,February 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
82515,xzIqtflWzsY/0IeBQ8m4O8R2E0jDi82S2atZQlj60AA=,Current,10000,CO,10000, 36 months,0.0531,301.10999,A,Feb-18,February 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
145372,+wuWhGyODeI2ig47mBndmMPyTB9kUgkeqSjlh73zXpM=,Current,15000,PA,15000, 36 months,0.0531,451.66,A,Feb-18,February 2018,2018,FALSE,Individual,home_improvement,Home improvement,desc
51741,fmPGrq4JdnoCxb1RxN6zLkoTrLJF73W/KsQC+tfomYI=,Current,7000,VA,7000, 36 months,0.0531,210.78,A,Feb-18,February 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
105881,/NLawP94cplkrm8gSLM00uyrDx+S1U5nw+1X0ROMx48=,Current,10500,IN,10500, 36 months,0.0531,316.16,A,Feb-18,February 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
109048,5ySNaLPArJx+f4HEx6b/YJQkpL0JdDmgQg6W06omNUk=,Current,11000,VA,11000, 36 months,0.0531,331.22,A,Feb-18,February 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
222209,JuOUp9L9YCD60lGitc5QkXii/bDXxYq7voO1Atibx4M=,Current,25000,AZ,25000, 36 months,0.0531,752.76001,A,Feb-18,February 2018,2018,FALSE,Joint App,debt_consolidation,Debt consolidation,desc
50483,iS3B+Gnbe5qTBHdXI6dfa8RjdxGCDroPg7jYBW2l/F8=,Current,6600,MO,6600, 36 months,0.0531,198.73,A,Feb-18,February 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
56257,/uSXThSXcb38nzaYhHkMUHICZNDAfJhVrIiUp5itF3A=,Current,7200,MD,7200, 36 months,0.0531,216.8,A,Feb-18,February 2018,2018,FALSE,Individual,house,Home buying,desc
222195,qRZvBk01tMY4v0AnrB4oCiiudG6N8FXOnQImKVaYU/s=,Current,25000,NH,25000, 36 months,0.0531,752.76001,A,Feb-18,February 2018,2018,FALSE,Joint App,debt_consolidation,Debt consolidation,desc
187703,yEGHrKul+LOmY9gEMUbCwTxbbJCRfMQt/1fgPF/Bu5I=,Current,20000,AR,20000, 36 months,0.0531,602.21002,A,Feb-18,February 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
262400,Gd5ag5SsSZAIQi2jYrIYydv8x+MNaI6oeAhpEXoq2JU=,Current,36000,MA,36000, 36 months,0.0531,1083.98,A,Feb-18,February 2018,2018,FALSE,Individual,home_improvement,Home improvement,desc
222182,iXG8F5j+uaayBOo+5RdFNm7+iVuwkWjqoY+3KwlfJPM=,Current,25000,NY,25000, 36 months,0.0531,752.76001,A,Feb-18,February 2018,2018,FALSE,Joint App,debt_consolidation,Debt consolidation,desc
37261,aPzJ+8+q51djWVTfzQ+G2LBeBfIV1+a0oTEICh9twJ8=,Current,5600,FL,5600, 36 months,0.0531,168.62,A,Feb-18,February 2018,2018,FALSE,Joint App,home_improvement,Home improvement,desc
115682,6p1oaCPJ6ONXi92nN3fjeH9ymfQ7bR52xpyTvgGQtww=,Current,12000,WV,12000, 36 months,0.0531,361.32999,A,Feb-18,February 2018,2018,FALSE,Joint App,debt_consolidation,Debt consolidation,desc
154430,AS8+btrtcV5R8X0DJoPVeVIxIrPdAm/EF+2G2w78PQY=,Current,15000,AL,15000, 60 months,0.0531,285.20999,A,Feb-18,February 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
51742,cI+X5lL5/ObmpHKwJtpQUXDCSxCz7f7WT5coDWxf4Rs=,Current,7000,DC,7000, 36 months,0.0531,210.78,A,Feb-18,February 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
61666,kBEfeI46FOkqYEFNp+QjDNB3Pkm/kpwVXnTrqEzdqgg=,Current,8000,MA,8000, 36 months,0.0531,240.89,A,Feb-18,February 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
240092,57+Zg8GANl5rLlnvobX0bJEw7ULIONU7d1bTg5ayApo=,Fully Paid,30000,CA,30000, 36 months,0.0531,903.31,A,Feb-18,February 2018,2018,FALSE,Individual,major_purchase,Major purchase,desc
137537,FYKfsBhbIm03Vemmszdzc8b1slACfbMNwZnH1CAZFIk=,Current,14000,LA,14000, 36 months,0.0531,421.54999,A,Feb-18,February 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
71969,mm6scuMU9mrGlZ88AfEBetkz5611K728PWF2hyTvI4A=,Current,8500,MA,8500, 36 months,0.0531,255.94,A,Feb-18,February 2018,2018,FALSE,Individual,other,Other,desc
145363,k3EuTF6xiLbKyxZoXNOx2RNjXXl1ulrC5Z1cqcgtUP8=,Current,15000,CO,15000, 36 months,0.0531,451.66,A,Feb-18,February 2018,2018,FALSE,Joint App,credit_card,Credit card refinancing,desc
81243,a5cxLp8JnxdRso75JOq1NchuxoRQ28yrjOi+vmB9Atw=,Current,9850,NY,9850, 36 months,0.0531,296.59,A,Feb-18,February 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
82473,JKJnJP3vcOWSOc0RtFzmpGQSdiJ3jXRpAldIhHHPzF4=,Current,10000,GA,10000, 36 months,0.0531,301.10999,A,Feb-18,February 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
78837,2Ab1E1HjBllj8S0rntqVubnZRuJzah1HmUfGf20lHec=,Current,9600,GA,9600, 36 months,0.0531,289.06,A,Feb-18,February 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
145369,uuukHBN/NIS4Kwe0/aEw4uC+m8JE9qA2U00t7jq5bOw=,Fully Paid,15000,VA,15000, 36 months,0.0531,451.66,A,Feb-18,February 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
253562,Mnpdf21DI9C3zMK6n1aPE9r8JKVUPzwOgeQv44WPIaQ=,Current,35000,ME,35000, 36 months,0.0531,1053.86,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
253570,y/MMCz8pvCb2qEvbMMhOoYhPcciHiWsPHq4qyx3i8gU=,Current,35000,CT,35000, 36 months,0.0531,1053.86,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
187678,MuRrG7qHK5c7NO4mNfa06dBEdiuRf5Zpr72fnsCxbu4=,Current,20000,IL,20000, 36 months,0.0531,602.21002,A,Jul-18,July 2018,2018,FALSE,Individual,moving,Moving and relocation,desc
214525,1BRv8yxv0Vv2e5+/ZGRwwf9eFOuOeEGTT+JI/kzEbGE=,Current,24000,CA,24000, 36 months,0.0531,722.65002,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
262406,BsWcVzSocqZVXKy5jHWAt/4YGZJ93p+x9xKdchANUDc=,Current,36000,CA,36000, 36 months,0.0531,1083.98,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
145370,Dd+GrBggcsbXXYawNXf2m3FJksDD6PIb+Lu0rU+sc4w=,Current,15000,MI,15000, 36 months,0.0531,451.66,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
264535,CwZgs5EA81SkuR/gxrOHhyh2bfpeYkCc6rjkmHCJOfo=,Current,40000,WV,40000, 36 months,0.0531,1204.42,A,Jul-18,July 2018,2018,FALSE,Joint App,home_improvement,Home improvement,desc
69831,jwZpsQjnbUI7sOpmVxdmTJdImlmHFTum7waB1feifUY=,Current,8025,MI,8025, 36 months,0.0531,241.64,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
222174,5Br/xPJgQf1e5K6JxuUQtoZ/8av1lgoQEBPVs2Kykfc=,Current,25000,MA,25000, 36 months,0.0531,752.76001,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
262405,ds3LLDLYW4KkiIfCsJDDa/+Dw23pAA4+BMpVHNhHcZc=,Fully Paid,36000,AZ,36000, 36 months,0.0531,1083.98,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
35800,zeHuVFsLcZbUVno2bZ6RuouwdXB3gW/jJcoZoIV+MtA=,Current,5400,GA,5400, 36 months,0.0531,162.60001,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
145075,n0rLiJ2VLBnswIyS2xN4HEoLyxYjm7e0t4u7qCQVzK4=,Current,15000,CA,15000, 36 months,0.0531,451.66,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
240103,vM8VAyJe3Xj5ML/QQaWr3Zbj+JIn6W027E6x+eMiFHE=,Current,30000,WI,30000, 36 months,0.0531,903.31,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
187716,+35lZG+n9G1846SCfhNKZUIMD/jE34KzX6q16LjXyD4=,Current,20000,FL,20000, 36 months,0.0531,602.21002,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
264193,lZ9MAYg6eAGyM7YlWkFlCDRai4M9OnsyYCBApWisCT8=,Current,39100,FL,39100, 36 months,0.0531,1177.3199,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
222184,IcI1km23TPS3EOj/TXi5IO4RWhURhcW0QWFaFN7n2zY=,Current,25000,CA,25000, 36 months,0.0531,752.76001,A,Jul-18,July 2018,2018,FALSE,Joint App,debt_consolidation,Debt consolidation,desc
251181,VyYxW7yjfhLIABENokSTerWmT9+WgO1Fq9uXvmq+GDE=,Current,33000,CT,33000, 60 months,0.0531,627.45001,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
143580,T6UsxSrLiT7VpwU1XeqnwuG2i48YHHsglcdZvPOrGCs=,Current,14500,FL,14500, 60 months,0.0531,275.70001,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
38971,yMWdAsBqd7rl2GsFQwkvFTRojZgoecjNNs1SRAqJwSg=,Current,6000,NC,6000, 36 months,0.0531,180.67,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
187680,fes5g66ZSeCtMLty6cTP6WvH5hYISGk45aFTC808AX8=,Current,20000,IN,20000, 36 months,0.0531,602.21002,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
187676,E9xZhcQsZzcgMwao5jwn3hK2bel1CYdNBXuMIgplGgc=,Current,20000,MI,20000, 36 months,0.0531,602.21002,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
115691,Lbk4DwhosNf5STiqB1ZIe3PwrrwcnNTn04pqX9bDbtQ=,Current,12000,VA,12000, 36 months,0.0531,361.32999,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
253557,viX7d4vmkuUGBNL9Ql4Ds/gXYWk6k9t6WxteYu7Ftkw=,Current,35000,FL,35000, 36 months,0.0531,1053.86,A,Jul-18,July 2018,2018,FALSE,Joint App,home_improvement,Home improvement,desc
115701,3OnE406DoscqMc2dBidZVAaDfb2WsnGOR4yCj6QKrhs=,Current,12000,AZ,12000, 36 months,0.0531,361.32999,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
243378,bMKFsGOWtmOvvUOlIYB3l7Fr2njlEkB6hzuG7o46QZI=,Current,30000,NY,30000, 60 months,0.0531,570.40997,A,Jul-18,July 2018,2018,FALSE,Joint App,debt_consolidation,Debt consolidation,desc
